"","16_12_09","06_16_13_1","06_16_13_2","06_16_13_3","06_16_13_4","06_16_13_5","06_16_13_6","06_16_13_7","07_17_14_1","07_17_14_2","07_17_14_3","08_20_16_1","08_20_16_2","08_22_18","09_31_20_1","09_31_20_2","09_31_20_3","09_31_20_4","09_31_20_5","10_32_19_1","10_32_19_2","10_32_19_3","10_32_19_4","10_32_19_5","10_32_19_6","10_32_19_7","10_32_19_8","11_19_15_1","11_19_15_2","11_19_15_3","11_19_15_4","11_19_15_5","11_19_15_6","11_19_15_7","11_19_15_8","11_19_15_9","11_19_15_10","11_19_15_11","work_sector","domain","funding_agency","region","survey_label","dim_1","dim_2","contrib"
"8591","2","1","2","2","2","2","2","1","2","3","2","2","3","2","5","4","4","2","2","2","2","4","2","4","2","1","1","1","1","1","1","1",NA,"1","1","1","1",NA,"Academic","Physical science","Federal/national government","EuroRussia","S3",3.15418023335954,0.104987413309437,0.0358320301546904
"8611","3","1","2","2","2","2","1","2","2","3","3","3","3","4","4","5","3","3","3","3","5","5","2","3","2","1","4","1","1","1","1","1","1","1","1","1","1","1","Government","Physical science","Federal/national government","USACanada","S3",5.19747452163721,1.8563270380364,0.109582956654224
"8622","2","2","2","2","2","2","2","2","2","3","3","2","2","2","3","4","1","1","1","2","1","2","2","2","1","1","1","2","1","1","2","2","2","2","2","2","2","2","Academic","Physical science","Federal/national government","USACanada","S3",-2.98889308245037,-0.122271789327824,0.0321932237573663
"8652","2","2","2","2","2","2","2","2","2","3","3","3","3","3","1","3","2","1","1","2","2","3","2","2","1","1","1","2","1","1","2","2","1","2","2","2","2","2","Other","Natural science","Federal/national government","USACanada","S3",-1.4392074743538,-0.629764802467875,0.00887869053116147
"8662","2","2","2","2","2","2","2","1","3","3","3","3","3","3","3","4","4","3","2","2","2","5","1","1","1","1","1","2","1","1",NA,"2","2","1","1","1","1","1","Academic","Physical science","Federal/national government","USACanada","S3",1.65991342245317,0.739832030122228,0.0118817909419945
"8671","1","1","2","2","1","1","2","2","3","3","1","4","4","5","2","4","1","3","4","3","2","2","2","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","Local government","USACanada","S3",2.36332660216077,0.277857254974457,0.0203716897933911
"8682","3","2","2","2","2","2","2","2","4","3","3","3","3","5","1","2","2","1","2","1","2","4","1","2","1","1","3",NA,"1","1","1","2",NA,"1","1","1",NA,NA,"Government","Natural science","Federal/national government","USACanada","S3",1.31522476945541,-0.769369965612075,0.00835280385375438
"8712","1","2","2","2","1","2","2","2","3","1","3","2","2","2","1","1","4","2","3","1","3","1","5","2","1","4","1","2","2",NA,"2","2","2","2","2","2","2","2","Government","Physical science","Federal/national government","USACanada","S3",-4.91180663160743,1.62227744220757,0.0962642725687212
"8732","1","2","2","2","2","2","2","2","1","1","1","2","2","2","2","5","2","1","3","1","1","2","1","2","1","1","3","2","1","1","1","1","2","1","1",NA,"1",NA,"Academic","Natural science","Federal/national government",NA,"S3",-0.299345007702305,2.69512633869767,0.0264545629392249
"8741","2","1","1","2","2","2","2","2","1","1","1","2","3","3","2","1","2","2","2","3","3","3","3","3","3","2","3","1","1",NA,"1","1",NA,"1","1","1","1","1","Government","Physical science","Federal/national government",NA,"S3",3.51534931624435,0.865559714430581,0.0471537951785594
"8752","1","2","2","2","2","2","2","1","1","1","1","2","2","3","2","5","3","3","5","1","1","1","3","1","1","1","1","2","1","1","2","2","2","2","1","2","2","2","Academic","Physical science","Federal/national government","LatinAmerica","S3",-3.71776064761302,4.37587877811275,0.118614352466374
"8762","1","2","1","2","2","1","2","2","1","1","1","2","3","3","1","1","2","1","1","1","1","1","4","2","1","1","2",NA,"1","1","1","2",NA,"2","1","2","1",NA,"Government","Physical science","Federal/national government","AustraliaNZ","S3",-2.04451394098163,1.53907015120766,0.0235601216860578
"8772","2","2","2","2","2","2","2","2","1","1","3","4","4","3","1","2","1","2","1","1","5","5","1","1","1","1","3","1","1","1","1","1",NA,"1","1","1","1","1","Other","Physical science","Other","AustraliaNZ","S3",1.94069363970183,3.25947964975799,0.051771813651177
"8782","2","2","2","2","2","2","2","2","1","1",NA,"4","4","3","1","1","4","4","4","2","2","2","4","2","2","1","1","2","1","1","1","2","2","1","1","2","2","2","Academic","Physical science","Other","AustraliaNZ","S3",-1.68174090171346,0.61023642325701,0.0115147488961946
"8792","1","2","2","2","2","2","2","2","1","1","1","2","2","1","2","2","5","5","5","1","1","1","5","1","1","3","1","2","1",NA,"2","2","2","2","2","2","2","2","Academic","Physical science","Federal/national government","AustraliaNZ","S3",-5.37435285183732,6.92589621337201,0.276484654371975
"8801","1","2","2","2","2","1","2","2","1","1","1","2","2","3","1","1","2","5","4","1","3","2","3","2","1","2","2","1","1","1",NA,NA,"1",NA,"1","1","1","1","Non-Profit","Natural science","Federal/national government","AsiaSEAsia","S3",0.91878634372758,2.87874847340674,0.0328513356894546
"8812","1","1","1","2","2","2","2","1","1","1","2","2",NA,"2","1","2","1","1","1","1","4","5","1","2","1","1","1","1","1","1","1",NA,"1",NA,"2","1","1","1","Government",NA,"State/regional government","AsiaSEAsia","S3",0.621717769995298,2.51500802208084,0.0241466236385391
"8821","2","1","2","2","1","2","2","2","1","1","2","4","2","2","2","2","3","1","1","1","1","2","4","2","1","1","1","2","1","2","2","2","2","2","1","2","2","2","Government","Physical science","Federal/national government","USACanada","S3",-4.38225491594292,0.452648317714049,0.0698267393288027
"8832","3","2","2","2","2","2","2","2","1","1","3","2","2","1","3","3","3","2","2","1","2","4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","Other","USACanada","S3",2.11487646497218,1.94837372244638,0.0297483779600372
"8842","2","2","2","2","2","2","2","2","1","1","1","4","4","4","2","3","4","3","1","1","1","1","3","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","Academic","Physical science","Federal/national government","USACanada","S3",-4.2202756981017,0.574373790353975,0.0652634356377587
"8851","2","2","2","2","2","2","2","2","1","1","1","4","4","4","1","1","2","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","Federal/national government","AsiaSEAsia","S3",0.257813989223182,2.66067024745811,0.0257074082807833
"8862","2","1","2","2","2","2","2","2","1","1","1","2","2","4","1","1","1","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1",NA,"1","1","Academic","Physical science","Federal/national government","AsiaSEAsia","S3",1.67405967970867,1.07714563237338,0.014256428456077
"8872","2","2","2","1","2","2","2","2","1","1","2","3","3","1","1","2","2","2","3","1","2","3","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","1","Academic","Physical science","Federal/national government","AsiaSEAsia","S3",1.01147037269717,1.4175627517981,0.0109100417017724
"8882","1","2","2","2","1","2","2","2","1","1","2","2","3","3","3","2","2","2","1","1","2","3","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","Federal/national government","AsiaSEAsia","S3",2.42665333124028,0.716805458062275,0.0230337233957175
"8911","2","2","2","2","1","2","1","1","1","1","2","2","2","4","1","1","2","2","3","4","4","3","2","1","1","2","1","1","2","1","1","1","1","1","1","1","1","1","Commercial","Information science","Corporation","AsiaSEAsia","S3",2.22496414784095,2.06131874186304,0.0330964762400372
"8921","1","2","2","2","1","2","2","2","1","1","1","4","4","5","1","3","3","3","3","2","3","3","2","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","Academic","Physical science","Federal/national government","LatinAmerica","S3",1.37475498495093,1.67052646877117,0.0168391422430958
"8941","2","2","2","2","2","2","1","1","1","1","3","4","4","5","2","5","1","1","1","1","2","5","4","2","4","1","2","2","1","1","1","2","1","2","2","2","1","2","Academic","Physical science","Federal/national government","EuroRussia","S3",-0.469534189516721,1.05098449470006,0.00476698159632262
"8951","2","2","2","2","2","2","2","2","1","1","1","2","4","2","5","4","1","3","2","1","1","2","4","2","2","1","2","1","1","1","2","2","2","1","1","1","1","1","Academic","Natural science","State/regional government","EuroRussia","S3",-0.0846721477985808,2.29526507884093,0.018979021910831
"8982","1","2","2","2","2","2","2","2","1","1","1","2","2","1","2","3","1","3","3","2","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","Federal/national government","EuroRussia","S3",0.839033936321373,2.85731247003228,0.0319046220979232
"9001","1","2","2","2","2","2","2","2","1","1","3","2","2","2","1","3","2","2","3","1","1","1","3","1","1","2","3","2","1","2","1","2","2","1","1","2","2","2","Commercial","Physical science","Federal/national government","EuroRussia","S3",-2.91510583592893,1.56772850920283,0.0394143405299324
"9012","2","2","2","2","2","2","1","2","1","1","4","4","2","3","4","4","1","2","3","3","2","4","1","2","1","1","1","1",NA,"1","1","1","1","1","2","2","1",NA,"Academic","Physical science","Federal/national government","EuroRussia","S3",1.30584105125248,0.783887808183359,0.00834544527569355
"9021","1","2","2","1","2","2","2","2","1","1","3","2","4","4","1","5","2","2","1","1","1","2","1","4","2","1","1","2","1","1","1","2","1","1","1","2","2","2","Academic","Natural science","Federal/national government","EuroRussia","S3",-1.59017424910787,0.898334841252489,0.0120004972766686
"9032","1","2","2","2","2","2","2","2","1","1","3","2","2","5","1","2","2","2","2","1","1","1","5","4","1","1","1","2","2","1","2","2","2","2","2","2","2","2","Academic","Physical science","Federal/national government","EuroRussia","S3",-5.13581319512481,1.25057398266477,0.100519861418786
"9041","1","1","2","2","1","2","2","2","1","1","3","4","4","2","3","4","1","3","3","2","4","4","1","3","1","1","1","1","1","1","1","1","2","1","1","1","2","1","Academic","Natural science","Federal/national government","EuroRussia","S3",1.32034223351449,0.701842732133629,0.00804391240275183
"9051","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","4","3","3","2","2","2","4","1","1","2","2","3","1",NA,"1","2","2","1","2","2","2","2","2","Academic","Physical science","Federal/national government","EuroRussia","S3",-1.11701570186978,0.2636811070035,0.00473899571514988
"9062","1","2","2","2","2","2","2","2","1","1","2","4","2","5","1","2","5","4","4","1","1","5","5","2","2","1","1","2","2","2","2","2","2","2","2","2","2","1","Academic","Natural science","Federal/national government","EuroRussia","S3",-3.84956861529199,3.40631653037161,0.0950574172103045
"9071","3","2","2","2","2","2","2","2","1","1","2","4","2","4","2","3","3","2","3","2","4","5","2","3","1","1","1","1","1","1","1","2","2","2","2","2","2","2","Academic","Natural science","Federal/national government","EuroRussia","S3",-0.81162690877771,0.28094803725108,0.00265387008073838
"9082","1","2","1","2","2","2","2","2","1","1","4","2","4","5","1","1","1","1","1","1","1","2","1","4","1","1","1","2","1","1","1","1","1","2","2","2","1","1","Academic","Physical science","Federal/national government","EuroRussia","S3",-2.08210011484048,1.19939241828989,0.0207716240708887
"9091","1","2","2","2","2","2","2","2","1","1","2","3","3","2","2","3","2","2","1","1","1","1",NA,"1","1","1","1","2","1","1","1","2","2","1","2","2","2","2","Academic","Physical science","Federal/national government","EuroRussia","S3",-3.14811630897088,1.76621017172428,0.0468777132365679
"9112","1","2","1","2","2","1","2","2","1","1","1","4","4","3","3","4","3","5","1","1","1","4","1","1","1","1","2","2","1","1","2","2","2","1","2","1","1",NA,"Academic","Physical science","Federal/national government","EuroRussia","S3",-1.42646935413586,2.19542606385485,0.024660769642363
"9121","1","2","1","2","1","2","2","1","1","1","4","2","2","3","1","3","1","3","2","2","2","5","1","5","2","2","3","1","1","1","1","2","1","2","1",NA,NA,"1","Academic","Physical science","State/regional government","EuroRussia","S3",1.28262372738161,0.0490737013402967,0.0059272239153432
"9132","2","2","2","2","2","2","2","2","1","1","3","2","2","3","2","3","2","3","2","3","1","4","2","3","3","2","4","1","1","1","1","2","2","2","2","2","1","2","Academic","Natural science","Federal/national government","EuroRussia","S3",0.424301142241086,-0.166829171181432,0.000747817470199577
"9141","1","2","2","2","2","2","1","1","1","1","3","2","2","1","2","2","2","2","4","2","5","5","5","2","5","1","4","2","1","1","2","2","2","1","2","2","2","1","Academic","Physical science","Local government","LatinAmerica","S3",-0.725652931607553,4.03201302624904,0.0603816885306982
"9152","2","2","2","2","2","2","2","1","1","1","2","4","4","5","2","2","1","4","3","1","2","5","1","2","1","1","1","1","1","1","1","1","1","1",NA,"2","1","1","Academic","Physical science","Federal/national government","EuroRussia","S3",1.20870785870921,1.38806288279081,0.0121876954447957
"9161","1","2","2","2","2","2","1","1","1","1","3","2","2","2","1","2","4","3","1","2","3","3","2","2","3","1","3","1","1","1","1","1","1","1",NA,"1","1",NA,"Academic","Physical science","Federal/national government","AsiaSEAsia","S3",2.80450002868407,1.28772088528564,0.0342619134898643
"9171","1","2","2","2","2","1","2","1","1","1","1","2","2","1","1","3","1","1","2","3","2","5","2","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","Government","Physical science","Local government","AsiaSEAsia","S3",1.76709176034071,3.47509138283322,0.0546800510856347
"9181","2","2","1","2","2","2","2","1","1","1","1","4","4","5","1","1","1","1","1","1","1","5","1","1","1","1","1","2","1","1","1","2","1","1","2","1","1","1","Academic","Physical science","Federal/national government","AsiaSEAsia","S3",-1.16521109413618,2.9906191971248,0.0370611445257596
"9192","2","2","2","1","2","2","1","2","1","1","3","3","3","3","1","2","2","2","3","1","1","1","3","4","1","1","2","2","1","1","2","2","2","2","2","2","2","1","Academic","Physical science","Federal/national government","AsiaSEAsia","S3",-2.63525109219483,0.222977720995426,0.0251628451351927
"9202","2","2","2","2","2","2","2","1","1","1","2","2","4","2","2","2","2","2","2","1","1","4","1","4","2","1","2",NA,"1","1","1",NA,"1",NA,"1","2","1","1","Government","Physical science","Federal/national government","AsiaSEAsia","S3",1.01815061263479,-0.487198673104515,0.00458336695888842
"9232","2","2","2","2","1","2","2","2","1","1","2","4","4","4","3","4","1","2","1","1","4","5","1","2","3","1","3","1","1","1","1","1","1","2","1","2","1","1","Academic","Physical science","Federal/national government","EuroRussia","S3",2.06925802537874,0.957152914632489,0.0187004183544842
"9241","1","2","2","2","2","2","2","1","1","1","4","2","2","3","2","2","2","2","3","2","1","2","2","4","1","1","3","2","1","1",NA,"2","2","2",NA,"1","1","1","Government","Physical science","State/regional government","EuroRussia","S3",-0.673154053856388,-0.230012880958532,0.00182055724655637
"9251","1","2","2","2","2","2","2","2","1","1","3","2","2","5","1","3","1","1","1","1","1","5","1","1","1","1","2","2","2","1","1","2","1","1",NA,NA,"1",NA,"Academic","Physical science","Federal/national government","EuroRussia","S3",-0.75603077599317,2.45679237013471,0.023771076766895
"9261","2","2","2","2","2","2","2","1","1","1","2","4","4","5","2","3","4","2","1","1","1","4","2","1","2","1","1","1","1","1","1","1","1","2","2","2","2","2","Academic","Physical science","Federal/national government","EuroRussia","S3",-0.996526818400353,0.429397072325595,0.00423603054047883
"927","2","2","2","2","2","2","2","2","1","1","1","4","4","5","1","2","1","1","1","1","2","3","2","2","1","1","1","1","1","1","1","1","1","2","2","2","1",NA,"Academic","Physical science","State/regional government","EuroRussia","S3",-0.501437632923737,1.28771460249647,0.00687022518338672
"9282","2","2","2","2","2","2","2","1","1","1","3","3","3","3","2","2","3","3","3","1","3","4","3","3","2","1","3","2","1","1","1","1","1",NA,"1",NA,NA,NA,"Academic","Physical science","Federal/national government","EuroRussia","S3",2.42524264799392,0.257784241303162,0.021399669407747
"9291","1","2","2","2","1","2","2","2","1","1","2","2","2","4","1","1","1","1","2","1","1","2","1","2","2","1","1","2","1","1","1","2","2","2","1","2","1","1","Academic","Physical science","Federal/national government","EuroRussia","S3",-1.8797815439144,1.22889786736495,0.0181456558299921
"9301","2","2","1","2","2","1","2","2","1","1","3","2","2","5","1","1","3","5","3","1","1","4","1","1","1","1","1","1","2","2","1","1",NA,NA,NA,"1","1",NA,"Academic","Natural science","State/regional government","EuroRussia","S3",-0.00450097703012519,3.33120521303446,0.039922808141507
"9311","1","2","2","2","1","2","2","2","1","1","3","2","2","5","5","5","2","1","4","2","2","4","3","2","1","1","3","1","2","1","1","1","1","1","1","1","1","1","Academic","Physical science","Federal/national government","AsiaSEAsia","S3",2.16759647945293,2.90524786494141,0.0472691542464038
